Reporter Countries,Partner Countries,export_qty_t,partner_total_from_reporters,dependency_pct
Russian Federation,Qatar,225.0,3457491.6399999997,0.0
Spain,Qatar,397.58,3457491.6399999997,0.0
United Republic of Tanzania,Qatar,129.15,3457491.6399999997,0.0
Uruguay,Qatar,1060.0,3457491.6399999997,0.0
United States of America,Republic of Korea,2505165.39,4236534.8,59.1
Thailand,Republic of Korea,984918.2,4236534.8,23.2
Viet Nam,Republic of Korea,643681.12,4236534.8,15.2
India,Republic of Korea,87939.2,4236534.8,2.1
Pakistan,Republic of Korea,13948.15,4236534.8,0.3
Bulgaria,Republic of Korea,2.0,4236534.8,0.0
Egypt,Republic of Korea,371.0,4236534.8,0.0
Greece,Republic of Korea,2.8,4236534.8,0.0
Italy,Republic of Korea,253.79,4236534.8,0.0
Portugal,Republic of Korea,0.05,4236534.8,0.0
Russian Federation,Republic of Korea,98.58,4236534.8,0.0
Spain,Republic of Korea,0.01,4236534.8,0.0
TÃ¼rkiye,Republic of Korea,4.51,4236534.8,0.0
Uruguay,Republic of Korea,150.0,4236534.8,0.0
Russian Federation,Republic of Moldova,30643.9,64425.0,47.6
United States of America,Republic of Moldova,8865.31,64425.0,13.8
India,Republic of Moldova,7585.99,64425.0,11.8
Egypt,Republic of Moldova,6359.0,64425.0,9.9
Bulgaria,Republic of Moldova,5812.799999999999,64425.0,9.0
Greece,Republic of Moldova,1722.41,64425.0,2.7
Italy,Republic of Moldova,1190.4299999999998,64425.0,1.8
TÃ¼rkiye,Republic of Moldova,1116.3400000000001,64425.0,1.7
Spain,Republic of Moldova,500.0,64425.0,0.8
Pakistan,Republic of Moldova,415.0,64425.0,0.6
Thailand,Republic of Moldova,146.0,64425.0,0.2
Benin,Republic of Moldova,30.0,64425.0,0.0
France,Republic of Moldova,16.82,64425.0,0.0
Kazakhstan,Republic of Moldova,21.0,64425.0,0.0
Bulgaria,Romania,500451.2,1232370.24,40.6
Egypt,Romania,424786.28,1232370.24,34.5
Greece,Romania,118653.39,1232370.24,9.6
Italy,Romania,61332.65,1232370.24,5.0
India,Romania,46260.35,1232370.24,3.8
Spain,Romania,34100.57,1232370.24,2.8
Pakistan,Romania,28117.1,1232370.24,2.3
Viet Nam,Romania,5027.27,1232370.24,0.4
Portugal,Romania,3607.5299999999997,1232370.24,0.3
Thailand,Romania,3757.79,1232370.24,0.3
France,Romania,1664.36,1232370.24,0.1
Guyana,Romania,1300.23,1232370.24,0.1
TÃ¼rkiye,Romania,1638.52,1232370.24,0.1
United States of America,Romania,1572.98,1232370.24,0.1
Argentina,Romania,100.0,1232370.24,0.0
Russian Federation,Romania,0.02,1232370.24,0.0
India,Russian Federation,1457701.19,3602920.7399999998,40.5
Thailand,Russian Federation,1095091.54,3602920.7399999998,30.4
Pakistan,Russian Federation,392924.11,3602920.7399999998,10.9
Viet Nam,Russian Federation,292131.68,3602920.7399999998,8.1
Kazakhstan,Russian Federation,116929.1,3602920.7399999998,3.2
United States of America,Russian Federation,93463.59,3602920.7399999998,2.6
Uruguay,Russian Federation,57294.05,3602920.7399999998,1.6
Egypt,Russian Federation,41193.0,3602920.7399999998,1.1
Italy,Russian Federation,26994.9,3602920.7399999998,0.7
TÃ¼rkiye,Russian Federation,17413.02,3602920.7399999998,0.5
Spain,Russian Federation,6810.99,3602920.7399999998,0.2
Argentina,Russian Federation,3725.0,3602920.7399999998,0.1
Bulgaria,Russian Federation,2.0,3602920.7399999998,0.0
France,Russian Federation,165.89999999999998,3602920.7399999998,0.0
Greece,Russian Federation,50.5,3602920.7399999998,0.0
Paraguay,Russian Federation,1025.0,3602920.7399999998,0.0
Portugal,Russian Federation,5.17,3602920.7399999998,0.0
United Republic of Tanzania,Rwanda,362163.4,441571.0800000001,82.0
India,Rwanda,57531.34,441571.0800000001,13.0
Pakistan,Rwanda,7925.0,441571.0800000001,1.8
Thailand,Rwanda,8075.4400000000005,441571.0800000001,1.8
United States of America,Rwanda,3057.5299999999997,441571.0800000001,0.7
Italy,Rwanda,1917.96,441571.0800000001,0.4
Spain,Rwanda,600.0,441571.0800000001,0.1
Viet Nam,Rwanda,300.0,441571.0800000001,0.1
France,Rwanda,0.25,441571.0800000001,0.0
TÃ¼rkiye,Rwanda,0.16,441571.0800000001,0.0
Thailand,Saint Kitts and Nevis,117379.0,165992.84,70.7
Pakistan,Saint Kitts and Nevis,26012.0,165992.84,15.7
United States of America,Saint Kitts and Nevis,16797.56,165992.84,10.1
Guyana,Saint Kitts and Nevis,4970.78,165992.84,3.0
India,Saint Kitts and Nevis,826.0,165992.84,0.5
France,Saint Kitts and Nevis,0.1,165992.84,0.0
Greece,Saint Kitts and Nevis,0.03,165992.84,0.0
Russian Federation,Saint Kitts and Nevis,0.01,165992.84,0.0
TÃ¼rkiye,Saint Kitts and Nevis,7.26,165992.84,0.0
United Republic of Tanzania,Saint Kitts and Nevis,0.1,165992.84,0.0
Guyana,Saint Lucia,36348.72,39172.770000000004,92.8
United States of America,Saint Lucia,1198.34,39172.770000000004,3.1
Uruguay,Saint Lucia,1068.0,39172.770000000004,2.7
India,Saint Lucia,437.46999999999997,39172.770000000004,1.1
Thailand,Saint Lucia,70.2,39172.770000000004,0.2
Argentina,Saint Lucia,48.0,39172.770000000004,0.1
Italy,Saint Lucia,2.04,39172.770000000004,0.0
United States of America,Saint Vincent and the Grenadines,85639.94,133642.81,64.1
Guyana,Saint Vincent and the Grenadines,43952.78,133642.81,32.9
Uruguay,Saint Vincent and the Grenadines,3958.36,133642.81,3.0
India,Saint Vincent and the Grenadines,81.04,133642.81,0.1
Bulgaria,Saint Vincent and the Grenadines,3.0,133642.81,0.0
TÃ¼rkiye,Saint Vincent and the Grenadines,7.69,133642.81,0.0
United States of America,Samoa,10235.9,11246.68,91.0
Thailand,Samoa,760.98,11246.68,6.8
India,Samoa,249.8,11246.68,2.2
Portugal,Sao Tome and Principe,25392.22,56556.520000000004,44.9
Thailand,Sao Tome and Principe,14572.98,56556.520000000004,25.8
India,Sao Tome and Principe,12582.54,56556.520000000004,22.2
Pakistan,Sao Tome and Principe,3822.61,56556.520000000004,6.8
Uruguay,Sao Tome and Principe,125.0,56556.520000000004,0.2
Spain,Sao Tome and Principe,36.05,56556.520000000004,0.1
France,Sao Tome and Principe,0.12,56556.520000000004,0.0
Italy,Sao Tome and Principe,25.0,56556.520000000004,0.0
India,Saudi Arabia,21663624.57,29929367.35,72.4
Pakistan,Saudi Arabia,2996494.89,29929367.35,10.0
United States of America,Saudi Arabia,2819019.81,29929367.35,9.4
Thailand,Saudi Arabia,1761794.04,29929367.35,5.9
Viet Nam,Saudi Arabia,329028.98,29929367.35,1.1
Egypt,Saudi Arabia,253459.49,29929367.35,0.8
Portugal,Saudi Arabia,20699.64,29929367.35,0.1
Spain,Saudi Arabia,36787.78,29929367.35,0.1
TÃ¼rkiye,Saudi Arabia,19377.260000000002,29929367.35,0.1
Argentina,Saudi Arabia,2369.31,29929367.35,0.0
Bulgaria,Saudi Arabia,3711.5000000000005,29929367.35,0.0
France,Saudi Arabia,332.67,29929367.35,0.0
Greece,Saudi Arabia,7768.22,29929367.35,0.0
Italy,Saudi Arabia,12310.22,29929367.35,0.0
Niger,Saudi Arabia,59.0,29929367.35,0.0
Paraguay,Saudi Arabia,100.04,29929367.35,0.0
Russian Federation,Saudi Arabia,974.9300000000001,29929367.35,0.0
United Republic of Tanzania,Saudi Arabia,30.0,29929367.35,0.0
Uruguay,Saudi Arabia,1425.0,29929367.35,0.0
India,Senegal,2001824.73,3551965.2399999998,56.4
Thailand,Senegal,759003.19,3551965.2399999998,21.4
Pakistan,Senegal,419409.47,3551965.2399999998,11.8
Viet Nam,Senegal,182766.7,3551965.2399999998,5.1
United States of America,Senegal,90379.56999999999,3551965.2399999998,2.5
Egypt,Senegal,60583.0,3551965.2399999998,1.7
Uruguay,Senegal,24420.0,3551965.2399999998,0.7
Italy,Senegal,8450.75,3551965.2399999998,0.2
Guyana,Senegal,2702.0,3551965.2399999998,0.1
Argentina,Senegal,550.0,3551965.2399999998,0.0
France,Senegal,473.27000000000004,3551965.2399999998,0.0
Greece,Senegal,0.9,3551965.2399999998,0.0
Paraguay,Senegal,1204.0,3551965.2399999998,0.0
Portugal,Senegal,5.35,3551965.2399999998,0.0
Spain,Senegal,133.68,3551965.2399999998,0.0
TÃ¼rkiye,Senegal,58.589999999999996,3551965.2399999998,0.0
United Republic of Tanzania,Senegal,0.04,3551965.2399999998,0.0
Italy,Serbia,84635.70999999999,136380.74,62.1
Greece,Serbia,20561.91,136380.74,15.1
Bulgaria,Serbia,15957.81,136380.74,11.7
Thailand,Serbia,4158.25,136380.74,3.0
Spain,Serbia,3474.42,136380.74,2.5
India,Serbia,3162.38,136380.74,2.3
Egypt,Serbia,2339.0,136380.74,1.7
TÃ¼rkiye,Serbia,873.0600000000001,136380.74,0.6
Pakistan,Serbia,596.0,136380.74,0.4
Portugal,Serbia,220.71,136380.74,0.2
United States of America,Serbia,216.82999999999998,136380.74,0.2
Argentina,Serbia,96.0,136380.74,0.1
France,Serbia,67.71000000000001,136380.74,0.0
Russian Federation,Serbia,20.95,136380.74,0.0
Italy,Serbia and Montenegro,29112.0,37732.0,77.2
Greece,Serbia and Montenegro,3087.0,37732.0,8.2
United States of America,Serbia and Montenegro,1988.0,37732.0,5.3
Bulgaria,Serbia and Montenegro,1475.0,37732.0,3.9
Egypt,Serbia and Montenegro,1141.0,37732.0,3.0
Thailand,Serbia and Montenegro,543.0,37732.0,1.4
TÃ¼rkiye,Serbia and Montenegro,188.0,37732.0,0.5
India,Serbia and Montenegro,99.0,37732.0,0.3
Pakistan,Serbia and Montenegro,50.0,37732.0,0.1
Spain,Serbia and Montenegro,48.0,37732.0,0.1
Russian Federation,Serbia and Montenegro,1.0,37732.0,0.0
India,Seychelles,121544.06,146395.32,83.0
Pakistan,Seychelles,24414.34,146395.32,16.7
Thailand,Seychelles,249.62,146395.32,0.2
France,Seychelles,151.88,146395.32,0.1
Italy,Seychelles,6.51,146395.32,0.0
Portugal,Seychelles,2.0,146395.32,0.0
Spain,Seychelles,24.0,146395.32,0.0
TÃ¼rkiye,Seychelles,0.08,146395.32,0.0
United States of America,Seychelles,2.83,146395.32,0.0
India,Sierra Leone,1395341.76,2252162.4699999997,62.0
Pakistan,Sierra Leone,542488.71,2252162.4699999997,24.1
Thailand,Sierra Leone,204913.25,2252162.4699999997,9.1
United States of America,Sierra Leone,60944.8,2252162.4699999997,2.7
Italy,Sierra Leone,10899.3,2252162.4699999997,0.5
Uruguay,Sierra Leone,11752.7,2252162.4699999997,0.5
Egypt,Sierra Leone,10000.0,2252162.4699999997,0.4
Viet Nam,Sierra Leone,6939.65,2252162.4699999997,0.3
Guyana,Sierra Leone,5500.0,2252162.4699999997,0.2
Suriname,Sierra Leone,2000.0,2252162.4699999997,0.1
Benin,Sierra Leone,4.37,2252162.4699999997,0.0
France,Sierra Leone,0.77,2252162.4699999997,0.0
Paraguay,Sierra Leone,1064.48,2252162.4699999997,0.0
Spain,Sierra Leone,305.96,2252162.4699999997,0.0
TÃ¼rkiye,Sierra Leone,6.72,2252162.4699999997,0.0
Thailand,Singapore,4057608.33,8306649.32,48.8
India,Singapore,2073288.32,8306649.32,25.0
Viet Nam,Singapore,1712780.6500000001,8306649.32,20.6
Pakistan,Singapore,167275.28,8306649.32,2.0
United States of America,Singapore,151786.22,8306649.32,1.8
Egypt,Singapore,132492.0,8306649.32,1.6
Argentina,Singapore,22.0,8306649.32,0.0
Australia,Singapore,633.0,8306649.32,0.0
Bulgaria,Singapore,3.0,8306649.32,0.0
France,Singapore,1.5699999999999998,8306649.32,0.0
Greece,Singapore,0.23,8306649.32,0.0
Guyana,Singapore,21.0,8306649.32,0.0
Italy,Singapore,2652.47,8306649.32,0.0
Niger,Singapore,2569.27,8306649.32,0.0
Paraguay,Singapore,501.0,8306649.32,0.0
Portugal,Singapore,3.46,8306649.32,0.0
Russian Federation,Singapore,135.05,8306649.32,0.0
Spain,Singapore,281.57,8306649.32,0.0
TÃ¼rkiye,Singapore,556.8299999999999,8306649.32,0.0
United Republic of Tanzania,Singapore,0.07,8306649.32,0.0
Uruguay,Singapore,4038.0,8306649.32,0.0
Italy,Slovakia,359582.7,405765.93,88.6
Spain,Slovakia,14163.46,405765.93,3.5
Bulgaria,Slovakia,13079.17,405765.93,3.2
Greece,Slovakia,7228.65,405765.93,1.8
Egypt,Slovakia,2978.0,405765.93,0.7
United States of America,Slovakia,2004.83,405765.93,0.5
Viet Nam,Slovakia,1745.3,405765.93,0.4
France,Slovakia,1361.02,405765.93,0.3
Guyana,Slovakia,1100.2,405765.93,0.3
Thailand,Slovakia,1411.54,405765.93,0.3
India,Slovakia,421.0,405765.93,0.1
Pakistan,Slovakia,294.0,405765.93,0.1
Uruguay,Slovakia,296.0,405765.93,0.1
Paraguay,Slovakia,92.04,405765.93,0.0
Russian Federation,Slovakia,6.0,405765.93,0.0
TÃ¼rkiye,Slovakia,2.02,405765.93,0.0
Italy,Slovenia,189824.63,242260.38,78.4
Egypt,Slovenia,20500.0,242260.38,8.5
Thailand,Slovenia,7972.3,242260.38,3.3
Pakistan,Slovenia,7221.68,242260.38,3.0
India,Slovenia,5159.52,242260.38,2.1
Viet Nam,Slovenia,4154.3099999999995,242260.38,1.7
Guyana,Slovenia,3009.5699999999997,242260.38,1.2
Greece,Slovenia,1749.6,242260.38,0.7
Argentina,Slovenia,1008.0,242260.38,0.4
France,Slovenia,778.77,242260.38,0.3
Spain,Slovenia,527.2,242260.38,0.2
Uruguay,Slovenia,157.0,242260.38,0.1
Bulgaria,Slovenia,71.8,242260.38,0.0
TÃ¼rkiye,Slovenia,106.0,242260.38,0.0
United States of America,Slovenia,20.0,242260.38,0.0
Viet Nam,Solomon Islands,70372.79999999999,77677.76,90.6
United States of America,Solomon Islands,5565.26,77677.76,7.2
Thailand,Solomon Islands,1432.7,77677.76,1.8
India,Solomon Islands,307.0,77677.76,0.4
India,Somalia,4898208.71,6248724.76,78.4
Pakistan,Somalia,1209522.21,6248724.76,19.4
Thailand,Somalia,131187.0,6248724.76,2.1
United States of America,Somalia,6426.96,6248724.76,0.1
Egypt,Somalia,34.0,6248724.76,0.0
Italy,Somalia,2931.0,6248724.76,0.0
TÃ¼rkiye,Somalia,414.88,6248724.76,0.0
Thailand,South Africa,14585190.38,22187683.720000003,65.7
India,South Africa,6097050.41,22187683.720000003,27.5
Pakistan,South Africa,850942.32,22187683.720000003,3.8
United States of America,South Africa,289379.88,22187683.720000003,1.3
Viet Nam,South Africa,222923.89,22187683.720000003,1.0
Uruguay,South Africa,114844.53,22187683.720000003,0.5
Paraguay,South Africa,11146.0,22187683.720000003,0.1
Argentina,South Africa,611.8,22187683.720000003,0.0
Australia,South Africa,44.0,22187683.720000003,0.0
Egypt,South Africa,1270.0,22187683.720000003,0.0
France,South Africa,0.56,22187683.720000003,0.0
Greece,South Africa,1.18,22187683.720000003,0.0
Guyana,South Africa,49.75,22187683.720000003,0.0
Italy,South Africa,10952.52,22187683.720000003,0.0
Portugal,South Africa,1474.88,22187683.720000003,0.0
Spain,South Africa,359.07,22187683.720000003,0.0
Suriname,South Africa,251.0,22187683.720000003,0.0
TÃ¼rkiye,South Africa,1073.65,22187683.720000003,0.0
United Republic of Tanzania,South Africa,117.9,22187683.720000003,0.0
Pakistan,South Sudan,31291.0,42290.990000000005,74.0
United States of America,South Sudan,5165.77,42290.990000000005,12.2
India,South Sudan,3756.2200000000003,42290.990000000005,8.9
United Republic of Tanzania,South Sudan,2009.0,42290.990000000005,4.8
Thailand,South Sudan,44.0,42290.990000000005,0.1
TÃ¼rkiye,South Sudan,25.0,42290.990000000005,0.1
Thailand,Spain,639748.47,2791799.6799999997,22.9
Pakistan,Spain,433418.66000000003,2791799.6799999997,15.5
Argentina,Spain,328145.5,2791799.6799999997,11.8
Uruguay,Spain,307630.05,2791799.6799999997,11.0
Italy,Spain,297900.19,2791799.6799999997,10.7
India,Spain,187422.48,2791799.6799999997,6.7
Guyana,Spain,114419.93,2791799.6799999997,4.1
Portugal,Spain,100665.06,2791799.6799999997,3.6
France,Spain,95430.31999999999,2791799.6799999997,3.4
Greece,Spain,88493.15,2791799.6799999997,3.2
United States of America,Spain,75167.02,2791799.6799999997,2.7
Egypt,Spain,41597.0,2791799.6799999997,1.5
Paraguay,Spain,28914.16,2791799.6799999997,1.0
Spain,Spain,16049.0,2791799.6799999997,0.6
Viet Nam,Spain,17832.510000000002,2791799.6799999997,0.6
TÃ¼rkiye,Spain,12009.65,2791799.6799999997,0.4
Bulgaria,Spain,6580.14,2791799.6799999997,0.2
Russian Federation,Spain,339.39,2791799.6799999997,0.0
Suriname,Spain,25.0,2791799.6799999997,0.0
United Republic of Tanzania,Spain,12.0,2791799.6799999997,0.0
India,Sri Lanka,2859017.12,3615070.43,79.1
Pakistan,Sri Lanka,689323.2,3615070.43,19.1
United States of America,Sri Lanka,46853.49,3615070.43,1.3
Thailand,Sri Lanka,14802.630000000001,3615070.43,0.4
Viet Nam,Sri Lanka,3463.58,3615070.43,0.1
Egypt,Sri Lanka,500.0,3615070.43,0.0
France,Sri Lanka,1053.0,3615070.43,0.0
Italy,Sri Lanka,57.41,3615070.43,0.0
India,Sudan,689049.39,835347.22,82.5
TÃ¼rkiye,Sudan,45129.96,835347.22,5.4
Viet Nam,Sudan,32816.03,835347.22,3.9
Egypt,Sudan,31633.33,835347.22,3.8
Pakistan,Sudan,15161.94,835347.22,1.8
United States of America,Sudan,12645.82,835347.22,1.5
Thailand,Sudan,6178.62,835347.22,0.7
Greece,Sudan,910.67,835347.22,0.1
Italy,Sudan,779.5,835347.22,0.1
United Republic of Tanzania,Sudan,518.98,835347.22,0.1
Portugal,Sudan,246.9,835347.22,0.0
Russian Federation,Sudan,252.08,835347.22,0.0
Spain,Sudan,24.0,835347.22,0.0
Egypt,Sudan (former),370681.0,468716.0,79.1
India,Sudan (former),39676.0,468716.0,8.5
Pakistan,Sudan (former),39157.0,468716.0,8.4
Thailand,Sudan (former),13406.0,468716.0,2.9
Italy,Sudan (former),3594.0,468716.0,0.8
TÃ¼rkiye,Sudan (former),1998.0,468716.0,0.4
Russian Federation,Sudan (former),30.0,468716.0,0.0
United Republic of Tanzania,Sudan (former),14.0,468716.0,0.0
United States of America,Sudan (former),160.0,468716.0,0.0
Guyana,Suriname,7591.49,15032.71,50.5
United States of America,Suriname,3920.52,15032.71,26.1
Thailand,Suriname,2952.56,15032.71,19.6
France,Suriname,289.47,15032.71,1.9
India,Suriname,204.61,15032.71,1.4
Italy,Suriname,48.0,15032.71,0.3
Pakistan,Suriname,23.0,15032.71,0.2
TÃ¼rkiye,Suriname,3.06,15032.71,0.0
Thailand,Sweden,264538.59,924061.78,28.6
Italy,Sweden,196087.46,924061.78,21.2
Pakistan,Sweden,188775.99,924061.78,20.4
India,Sweden,119510.55,924061.78,12.9
United States of America,Sweden,57702.35,924061.78,6.2
Spain,Sweden,45499.52,924061.78,4.9
Viet Nam,Sweden,16195.72,924061.78,1.8
France,Sweden,13345.619999999999,924061.78,1.4
Greece,Sweden,13305.11,924061.78,1.4
Portugal,Sweden,2429.17,924061.78,0.3
Suriname,Sweden,3000.0,924061.78,0.3
TÃ¼rkiye,Sweden,1914.12,924061.78,0.2
Uruguay,Sweden,576.0,924061.78,0.1
Argentina,Sweden,100.0,924061.78,0.0
Australia,Sweden,43.0,924061.78,0.0
Bulgaria,Sweden,371.55,924061.78,0.0
Egypt,Sweden,422.0,924061.78,0.0
Guyana,Sweden,206.0,924061.78,0.0
Paraguay,Sweden,14.0,924061.78,0.0
Russian Federation,Sweden,25.0,924061.78,0.0
United Republic of Tanzania,Sweden,0.03,924061.78,0.0
Italy,Switzerland,443481.4,1151768.68,38.5
Thailand,Switzerland,345926.55,1151768.68,30.0
United States of America,Switzerland,150162.73,1151768.68,13.0
India,Switzerland,99396.2,1151768.68,8.6
Pakistan,Switzerland,93160.31,1151768.68,8.1
Portugal,Switzerland,7236.4,1151768.68,0.6
France,Switzerland,2835.96,1151768.68,0.2
Greece,Switzerland,2474.75,1151768.68,0.2
Spain,Switzerland,2025.58,1151768.68,0.2
Uruguay,Switzerland,2249.13,1151768.68,0.2
Egypt,Switzerland,1191.0,1151768.68,0.1
TÃ¼rkiye,Switzerland,1559.35,1151768.68,0.1
Bulgaria,Switzerland,9.12,1151768.68,0.0
Viet Nam,Switzerland,60.2,1151768.68,0.0
Egypt,Syrian Arab Republic,1452332.22,3726189.95,39.0
Thailand,Syrian Arab Republic,703583.62,3726189.95,18.9
TÃ¼rkiye,Syrian Arab Republic,522451.02,3726189.95,14.0
India,Syrian Arab Republic,446954.67,3726189.95,12.0
Italy,Syrian Arab Republic,124424.49,3726189.95,3.3
Spain,Syrian Arab Republic,123445.48,3726189.95,3.3
United States of America,Syrian Arab Republic,101490.0,3726189.95,2.7
Pakistan,Syrian Arab Republic,69736.0,3726189.95,1.9
Viet Nam,Syrian Arab Republic,57179.67,3726189.95,1.5
Portugal,Syrian Arab Republic,48727.51,3726189.95,1.3
Russian Federation,Syrian Arab Republic,45027.369999999995,3726189.95,1.2
France,Syrian Arab Republic,19157.0,3726189.95,0.5
Greece,Syrian Arab Republic,9496.9,3726189.95,0.3
Uruguay,Syrian Arab Republic,2184.0,3726189.95,0.1
Kazakhstan,Tajikistan,265620.25,360454.64,73.7
Russian Federation,Tajikistan,86777.5,360454.64,24.1
India,Tajikistan,3168.9,360454.64,0.9
Pakistan,Tajikistan,2778.0,360454.64,0.8
United States of America,Tajikistan,1150.0,360454.64,0.3
Thailand,Tajikistan,646.0,360454.64,0.2
Italy,Tajikistan,310.55,360454.64,0.1
France,Tajikistan,2.0,360454.64,0.0
TÃ¼rkiye,Tajikistan,1.4400000000000002,360454.64,0.0
Niger,Thailand,607893.28,751619.0700000001,80.9
United States of America,Thailand,42845.520000000004,751619.0700000001,5.7
India,Thailand,39522.13,751619.0700000001,5.3
Viet Nam,Thailand,32099.96,751619.0700000001,4.3
Pakistan,Thailand,21019.09,751619.0700000001,2.8
Benin,Thailand,4000.0,751619.0700000001,0.5
Egypt,Thailand,1834.0,751619.0700000001,0.2
Italy,Thailand,1698.22,751619.0700000001,0.2
Australia,Thailand,67.0,751619.0700000001,0.0
Bulgaria,Thailand,1.0,751619.0700000001,0.0
France,Thailand,314.42,751619.0700000001,0.0
Greece,Thailand,25.0,751619.0700000001,0.0
Portugal,Thailand,36.0,751619.0700000001,0.0
Russian Federation,Thailand,200.0,751619.0700000001,0.0
Spain,Thailand,56.3,751619.0700000001,0.0
TÃ¼rkiye,Thailand,7.15,751619.0700000001,0.0
Viet Nam,Timor-Leste,395739.18,1079129.75,36.7
India,Timor-Leste,343638.79000000004,1079129.75,31.8
Thailand,Timor-Leste,244514.62,1079129.75,22.7
Pakistan,Timor-Leste,81108.67,1079129.75,7.5
United States of America,Timor-Leste,14110.49,1079129.75,1.3
Australia,Timor-Leste,1.0,1079129.75,0.0
Portugal,Timor-Leste,17.0,1079129.75,0.0
India,Togo,5307350.27,8433167.790000001,62.9
Thailand,Togo,1810627.26,8433167.790000001,21.5
Pakistan,Togo,998741.47,8433167.790000001,11.8
United States of America,Togo,168087.19,8433167.790000001,2.0
Viet Nam,Togo,136288.49,8433167.790000001,1.6
TÃ¼rkiye,Togo,5504.02,8433167.790000001,0.1
Benin,Togo,911.25,8433167.790000001,0.0
France,Togo,65.48,8433167.790000001,0.0
Guyana,Togo,838.0,8433167.790000001,0.0
Italy,Togo,36.0,8433167.790000001,0.0
Niger,Togo,406.0,8433167.790000001,0.0
Paraguay,Togo,72.0,8433167.790000001,0.0
Portugal,Togo,0.69,8433167.790000001,0.0
Spain,Togo,0.6699999999999999,8433167.790000001,0.0
Suriname,Togo,1700.0,8433167.790000001,0.0
United Republic of Tanzania,Togo,540.0,8433167.790000001,0.0
Uruguay,Togo,1999.0,8433167.790000001,0.0
Thailand,Tonga,363.0,576.48,63.0
India,Tonga,130.0,576.48,22.6
Guyana,Tonga,49.0,576.48,8.5
United States of America,Tonga,34.48,576.48,6.0
Guyana,Trinidad and Tobago,400087.37,599706.19,66.7
United States of America,Trinidad and Tobago,88895.84,599706.19,14.8
India,Trinidad and Tobago,35779.24,599706.19,6.0
Uruguay,Trinidad and Tobago,35573.0,599706.19,5.9
Thailand,Trinidad and Tobago,18618.99,599706.19,3.1
Paraguay,Trinidad and Tobago,14618.11,599706.19,2.4
Pakistan,Trinidad and Tobago,2912.5,599706.19,0.5
Suriname,Trinidad and Tobago,2709.25,599706.19,0.5
Viet Nam,Trinidad and Tobago,474.73,599706.19,0.1
Italy,Trinidad and Tobago,0.36,599706.19,0.0
Niger,Trinidad and Tobago,35.0,599706.19,0.0
Spain,Trinidad and Tobago,1.8,599706.19,0.0
Thailand,Tunisia,291946.68,486991.08,59.9
India,Tunisia,112280.7,486991.08,23.1
Pakistan,Tunisia,76159.89,486991.08,15.6
Italy,Tunisia,1831.32,486991.08,0.4
Egypt,Tunisia,1539.0,486991.08,0.3
Portugal,Tunisia,1132.23,486991.08,0.2
France,Tunisia,711.21,486991.08,0.1
Spain,Tunisia,705.08,486991.08,0.1
TÃ¼rkiye,Tunisia,250.97000000000003,486991.08,0.1
United States of America,Tunisia,298.0,486991.08,0.1
Niger,Tunisia,130.0,486991.08,0.0
Viet Nam,Tunisia,6.0,486991.08,0.0
Russian Federation,Turkmenistan,191225.08,284723.64999999997,67.2
Kazakhstan,Turkmenistan,56553.159999999996,284723.64999999997,19.9
Pakistan,Turkmenistan,28174.17,284723.64999999997,9.9
India,Turkmenistan,5914.04,284723.64999999997,2.1
United States of America,Turkmenistan,1400.0,284723.64999999997,0.5
TÃ¼rkiye,Turkmenistan,1008.1999999999999,284723.64999999997,0.4
Thailand,Turkmenistan,283.0,284723.64999999997,0.1
Egypt,Turkmenistan,66.0,284723.64999999997,0.0
Viet Nam,Turkmenistan,100.0,284723.64999999997,0.0
Russian Federation,Tuvalu,130.0,363.19,35.8
United States of America,Tuvalu,120.0,363.19,33.0
Pakistan,Tuvalu,85.0,363.19,23.4
India,Tuvalu,24.0,363.19,6.6
TÃ¼rkiye,Tuvalu,4.1899999999999995,363.19,1.2
India,TÃ¼rkiye,1634665.18,5671584.1899999995,28.8
Egypt,TÃ¼rkiye,936464.17,5671584.1899999995,16.5
United States of America,TÃ¼rkiye,672669.85,5671584.1899999995,11.9
Italy,TÃ¼rkiye,660986.95,5671584.1899999995,11.7
Uruguay,TÃ¼rkiye,329818.2,5671584.1899999995,5.8
Pakistan,TÃ¼rkiye,311297.78,5671584.1899999995,5.5
Thailand,TÃ¼rkiye,307013.24,5671584.1899999995,5.4
Greece,TÃ¼rkiye,263204.89,5671584.1899999995,4.6
Argentina,TÃ¼rkiye,155486.92,5671584.1899999995,2.7
Russian Federation,TÃ¼rkiye,149725.80000000002,5671584.1899999995,2.6
Viet Nam,TÃ¼rkiye,116821.25,5671584.1899999995,2.1
Bulgaria,TÃ¼rkiye,96358.8,5671584.1899999995,1.7
Spain,TÃ¼rkiye,14908.33,5671584.1899999995,0.3
Paraguay,TÃ¼rkiye,8710.54,5671584.1899999995,0.2
France,TÃ¼rkiye,4954.2,5671584.1899999995,0.1
Portugal,TÃ¼rkiye,3561.98,5671584.1899999995,0.1
Guyana,TÃ¼rkiye,25.0,5671584.1899999995,0.0
Kazakhstan,TÃ¼rkiye,2065.87,5671584.1899999995,0.0
Niger,TÃ¼rkiye,739.73,5671584.1899999995,0.0
Suriname,TÃ¼rkiye,2025.0,5671584.1899999995,0.0
United Republic of Tanzania,TÃ¼rkiye,80.51,5671584.1899999995,0.0
United Republic of Tanzania,Uganda,1361879.85,1462798.5300000003,93.1
